iter	RMSE
0	0.0002709839224
1	0.0002703912189
2	0.0002699927692
3	0.0002695717022
4	0.0002691494292
5	0.0002685706983
6	0.0002682550993
7	0.0002679387436
8	0.0002675722408
9	0.0002672311946
10	0.0002668900273
11	0.0002665145066
12	0.0002660777602
13	0.0002656938928
14	0.0002653120529
15	0.0002649377033
16	0.0002645558505
17	0.0002641857207
18	0.0002638266695
19	0.0002633931069
20	0.0002629894403
21	0.0002626725591
22	0.000262459179
23	0.0002622205561
24	0.0002618670213
25	0.0002615838681
26	0.0002612858701
27	0.0002609876033
28	0.0002607113702
29	0.0002605356271
30	0.0002603204304
31	0.0002599849737
32	0.0002598033854
33	0.0002594885918
34	0.0002591859153
35	0.0002587274279
36	0.0002584269145
37	0.0002581971532
38	0.0002579265987
39	0.0002575113996
40	0.0002571709329
41	0.00025688268
42	0.0002566351263
43	0.0002564405621
44	0.0002562070278
45	0.0002559116511
46	0.0002554947422
47	0.0002552759638
48	0.0002549786475
49	0.0002547860055
50	0.0002544795653
51	0.0002543069866
52	0.0002540971359
53	0.0002538617687
54	0.000253701836
55	0.0002534044721
56	0.000253238458
57	0.0002529837498
58	0.0002527724416
59	0.0002524320817
60	0.0002520299248
61	0.0002517029855
62	0.0002516144958
63	0.0002514647757
64	0.0002511920847
65	0.0002510094197
66	0.0002506782415
67	0.0002504674813
68	0.0002501815471
69	0.000249997332
70	0.0002498033712
71	0.0002496102834
72	0.0002494782841
73	0.0002492643893
74	0.00024911623
75	0.0002490234394
76	0.0002488884801
77	0.0002486307821
78	0.0002484264055
79	0.0002480330841
80	0.0002478826614
81	0.0002476271755
82	0.0002474112174
83	0.0002471418035
84	0.0002470038764
85	0.0002468244158
86	0.0002466558862
87	0.0002464982664
88	0.0002460955066
89	0.000245830266
90	0.0002456756889
91	0.0002454085429
92	0.0002451516258
93	0.0002449160281
94	0.000244558643
95	0.0002443741349
96	0.0002442172832
97	0.0002439768357
98	0.0002438843994
99	0.0002436711322
100	0.000243476919
101	0.0002432810883
102	0.0002431451625
103	0.0002429499183
104	0.0002426885653
105	0.0002424535363
106	0.0002422934118
107	0.0002420010157
108	0.0002418170035
109	0.0002416523538
110	0.000241506948
111	0.0002411764418
112	0.0002409892248
113	0.0002408437002
114	0.0002406556731
115	0.0002404491733
116	0.0002403839788
117	0.0002402662013
118	0.0002401156247
119	0.0002399447055
120	0.0002398090187
121	0.0002396494996
122	0.0002394688786
123	0.0002393734858
124	0.0002391353127
125	0.0002389886526
126	0.0002388665401
127	0.0002386818855
128	0.0002385894147
129	0.000238399461
130	0.0002380309465
131	0.0002378568726
132	0.000237704534
133	0.0002375740143
134	0.0002373236552
135	0.0002370812599
136	0.0002367770354
137	0.0002366140278
138	0.0002364726447
139	0.0002362829408
140	0.0002361535833
141	0.000235969572
142	0.0002358394476
143	0.0002356218716
144	0.0002354799235
145	0.0002353021983
146	0.0002350983145
147	0.0002349899668
148	0.0002348349997
149	0.0002346920775
150	0.0002345508166
151	0.0002344148024
152	0.000234229248
153	0.0002340387051
154	0.0002338555399
155	0.0002335984616
156	0.0002334942431
157	0.0002332563399
158	0.0002331011497
159	0.0002330144283
160	0.0002328521755
161	0.0002327303421
162	0.0002326101757
163	0.0002323767978
164	0.0002322410219
165	0.0002321214393
166	0.0002320401777
167	0.0002319398779
168	0.0002317174623
169	0.0002315887475
170	0.0002314459257
171	0.0002313061484
172	0.0002311939095
173	0.0002309299992
174	0.0002308024638
175	0.0002306097455
176	0.0002304900403
177	0.0002303298407
178	0.0002301679075
179	0.0002300645308
180	0.0002299706552
181	0.0002297513931
182	0.0002295778076
183	0.0002293125326
184	0.0002291097525
185	0.0002290038382
186	0.0002287601547
187	0.0002286846617
188	0.0002284983535
189	0.0002283733222
190	0.0002282264453
191	0.0002281202562
192	0.0002279341119
193	0.0002278178974
194	0.0002276044876
195	0.0002275358327
196	0.0002274524381
197	0.0002272691246
198	0.0002271706689
199	0.0002270749768
200	0.0002270001248
201	0.0002268434393
202	0.0002265771575
203	0.0002264704428
204	0.0002263687646
205	0.0002262553749
206	0.000226055512
207	0.0002259378639
208	0.000225695734
209	0.0002255226506
210	0.000225277223
211	0.0002250403424
212	0.0002248278559
213	0.0002246818693
214	0.000224511751
215	0.0002243101799
216	0.0002241496561
217	0.000223924406
218	0.0002237339973
219	0.0002235638614
220	0.000223397745
221	0.0002232027682
222	0.0002230349293
223	0.000222896664
224	0.0002226981802
225	0.0002225963493
226	0.0002224873792
227	0.0002223959296
228	0.0002222045535
229	0.0002220191841
230	0.0002218745708
231	0.0002217141044
232	0.0002215675504
233	0.0002213813437
234	0.0002212575405
235	0.0002211104776
236	0.000220966989
237	0.0002208141475
238	0.0002206798414
239	0.0002204752145
240	0.0002202308725
241	0.0002201542615
242	0.0002199360857
243	0.0002198294572
244	0.0002197385119
245	0.0002196510952
246	0.0002194207894
247	0.0002193172944
248	0.0002192640425
249	0.0002191223006
250	0.0002188878649
251	0.0002187403005
252	0.0002186000897
253	0.0002184638606
254	0.0002183089812
255	0.0002180787733
256	0.0002178899888
257	0.0002177826121
258	0.0002176473833
259	0.0002175284525
260	0.0002173499121
261	0.0002171959654
262	0.0002170481473
263	0.0002170069925
264	0.0002168670245
265	0.0002166689993
266	0.0002164571866
267	0.0002162609916
268	0.0002161812349
269	0.0002160963048
270	0.0002159366026
271	0.000215607779
272	0.000215411283
273	0.0002152631042
274	0.0002151205463
275	0.0002149037823
276	0.0002146925467
277	0.000214480316
278	0.0002142216813
279	0.0002139409946
280	0.0002138031927
281	0.0002136301472
282	0.0002134654331
283	0.0002133425848
284	0.0002132905931
285	0.0002131129568
286	0.0002129793526
287	0.0002128485346
288	0.000212713175
289	0.0002124768191
290	0.0002124147109
291	0.0002121572343
292	0.0002120636853
293	0.0002119000247
294	0.0002116933126
295	0.000211486512
296	0.0002113257128
297	0.0002112353427
298	0.0002110750646
299	0.0002107908769
300	0.0002106779364
301	0.0002104964502
302	0.0002103588175
303	0.0002102321279
